K-M3,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Au,79,###,###,###,###,###,###,5777.560231,3901.280247,2643.961147,1801.607397,1250.36981,891.320843,2795.893509,2348.953456,1841.119246,1431.68999,1092.152177,844.864466,654.963734,514.890103,408.637264,327.883614,265.336779,216.901945,179.076051,148.779908,123.057714,101.999017,85.061369,71.467855,159.248957,134.303399,160.019567,159.192963,137.561958,119.163101,103.590996,90.2975,78.916716,69.191839,60.871301,53.708248,47.512121,42.133751,37.453174,33.243313,29.528891,26.240824,23.369359,20.856536,18.65911,16.725727,15.026101,13.527897,12.199225,11.021598,9.974335,9.043316,8.213049,7.469827,6.804535,6.208092,5.667579,5.178801,4.73899,4.342433,3.980604,3.652871,3.352553,3.078607,2.829395,2.602631,2.396266,2.208365,2.036844,1.88023,1.736567,7.917723,7.362521,6.850417,6.375063,5.936407,5.526711,5.147256,4.796661,4.470592,4.169862,3.890147,3.630997
Hg,80,###,###,###,###,###,###,6028.291602,4048.946653,2729.376155,1876.467016,1321.663624,938.722671,2916.200339,2091.8329,1785.674517,1472.878279,1122.083,869.614723,677.190314,531.774859,422.504546,339.145616,274.82826,224.590947,185.357238,153.936983,127.322241,105.744969,88.191825,74.062292,164.791967,138.971819,117.891636,163.733461,141.593111,122.737295,106.705112,93.075563,81.37677,71.363978,62.788536,55.404601,49.035178,43.502485,38.674058,34.340104,30.521897,27.149936,24.183538,21.582166,19.307186,17.30606,15.547275,13.996101,12.620355,11.401046,10.316922,9.353516,8.494324,7.725132,7.036761,6.419771,5.862234,5.359189,4.904805,4.493816,4.120256,3.78324,3.47453,3.193203,2.936752,2.702047,2.488403,2.293944,2.116387,1.952769,1.802875,1.663703,7.537289,7.013573,6.528403,6.080587,5.662521,5.275377,4.917457,4.583849,4.27612,3.989812,3.724494
Tl,81,###,###,###,###,###,###,6262.24172,4198.508242,2813.936981,1942.697117,1366.644767,981.114728,2084.044108,2175.344136,1846.65996,1455.665776,1153.644136,893.990851,699.550688,549.087412,436.733098,350.199845,284.031872,232.338321,191.628425,159.060746,131.493162,109.325541,91.287044,76.655537,64.78974,143.509539,121.80345,145.872676,145.590361,126.321518,109.824913,95.807991,83.798501,73.507673,64.68024,57.078319,50.520492,44.830874,39.877096,35.413263,31.486806,28.033496,24.986932,22.309915,19.958011,17.888727,16.069651,14.466319,13.044514,11.784134,10.663377,9.667088,8.778635,7.983316,7.271679,6.633938,6.059296,5.541982,5.073118,4.64784,4.26181,3.914027,3.59648,3.30868,3.045485,2.80226,2.580848,2.379389,2.195425,2.025853,1.870479,1.726664,1.592881,7.161892,6.669371,6.214571,5.79003,5.396843,5.032968,4.69259,4.378545,4.086121,3.814993
Pb,82,###,###,###,###,###,###,6368.144118,4348.158585,2885.651912,1995.462241,1420.92277,1016.89346,757.116484,2269.949364,1921.357579,1509.797027,1192.318546,923.670286,724.975958,569.572266,452.120984,362.744078,294.243362,240.954072,198.879631,165.028531,136.378386,113.355256,94.823979,79.654164,67.319828,148.691089,126.352732,107.674442,129.789961,130.381157,113.450692,98.993983,86.6347,76.031488,66.918622,59.059613,52.278078,46.400083,41.292887,36.674212,32.613466,29.049121,25.916317,23.160438,20.718688,18.57035,16.681778,15.017331,13.541334,12.232345,11.06848,10.034079,9.111674,8.285998,7.547181,6.885069,6.288559,5.751628,5.266317,4.827083,4.427073,4.065469,3.736207,3.439138,3.167426,2.91659,2.688083,2.478683,2.28741,2.111049,1.949423,1.799813,1.660549,1.533268,6.850648,6.383961,5.949038,5.546606,5.174034,4.825216,4.503312,4.203299,3.924975
Bi,83,###,###,###,###,###,###,6664.81528,4527.318587,2990.012834,2059.05119,1481.119716,1058.873452,786.766343,2375.2548,2014.106099,1471.076159,1235.017059,955.911044,750.923414,592.758244,470.222141,377.459057,305.947686,250.604714,207.070854,171.863635,141.990117,117.983921,98.7807,83.077121,70.21912,59.687387,131.462979,112.051534,135.08828,135.159208,117.778568,102.781741,89.96107,78.971748,69.53071,61.369702,54.327432,48.224516,42.92393,38.137419,33.924453,30.218106,26.979522,24.132035,21.600041,19.365973,17.396977,15.660676,14.120847,12.756347,11.542926,10.464027,9.501936,8.640718,7.870157,7.179646,6.557602,5.997725,5.493173,5.037609,4.621276,4.243563,3.900008,3.590601,3.308067,3.049086,2.812928,2.594009,2.393983,2.209653,2.040747,1.88437,1.738781,1.605552,1.484013,6.578908,6.13303,5.72021,5.337973,4.980476,4.650406,4.341916,4.055252
Po,84,###,###,###,###,###,###,6969.039284,4731.378612,3121.98536,2148.840375,1552.126133,1121.465493,832.229204,2518.323602,1806.662122,1551.607792,1244.201037,1000.602168,785.368358,622.20089,493.968465,396.443797,321.272735,263.126188,217.413466,180.590408,149.20512,123.923374,103.707884,87.354619,73.861106,62.793227,137.939593,117.726672,100.809505,122.234364,123.163895,107.587114,94.192858,82.70838,72.84957,64.316367,56.946157,50.556411,45.005598,40.014145,35.611586,31.720151,28.328343,25.350595,22.715661,20.376534,18.303598,16.475646,14.854629,13.418374,12.141371,11.00641,9.99407,9.087525,8.276518,7.549859,6.895315,6.306237,5.775826,5.297253,4.860472,4.464754,4.10407,3.778176,3.48104,3.210273,2.963234,2.734454,2.525284,2.331506,2.153563,1.988784,1.835328,1.694887,1.566805,1.449506,6.379535,5.95092,5.554082,5.183654,4.841544,4.521365,4.223592
At,85,###,###,###,###,###,###,7204.002608,4944.740253,3264.057944,2242.859051,1616.804156,1176.157423,872.300751,1821.002151,1889.713361,1626.061795,1299.842154,1044.045298,817.310356,648.15895,516.10223,413.969772,335.673501,274.739285,227.07174,188.620423,155.808172,129.383318,108.225005,91.178307,77.202432,65.626438,56.122708,122.82375,105.294608,90.490084,127.997786,111.973785,98.074814,86.134755,75.884225,67.020144,59.35089,52.698039,46.918395,41.734006,37.158777,33.108778,29.57084,26.466946,23.739521,21.310955,19.152821,17.241439,15.54462,14.041253,12.704488,11.516098,10.456447,9.507962,8.659359,7.898947,7.213966,6.597474,6.042461,5.541752,5.085965,4.674151,4.297861,3.956564,3.645506,3.362496,3.104244,2.867197,2.650311,2.447824,2.261316,2.088659,1.927949,1.780838,1.646766,1.523825,1.410594,6.151485,5.743655,5.362746,5.010815,4.681473,4.375131
Rn,86,###,###,###,###,###,###,7118.711477,4806.454582,3233.711964,2219.12938,1596.007278,1176.174909,875.990117,663.615306,1882.634947,1623.194355,1214.696579,990.86994,808.899454,641.393312,512.053299,410.899024,333.29852,272.647644,225.294683,187.125971,154.624522,128.437078,107.407341,90.441641,76.649603,65.18579,55.744476,121.584459,104.426845,89.78806,109.485402,110.532161,96.889505,85.140669,75.032005,66.299878,58.731707,52.159843,46.445663,41.31775,36.800388,32.81546,29.314045,26.238913,23.5455,21.153306,19.03211,17.136556,15.450007,13.955298,12.626343,11.44511,10.391746,9.448761,8.60518,7.849358,7.168574,6.555906,6.004243,5.506489,5.054068,4.645928,4.272846,3.934284,3.625515,3.344001,3.087119,2.852821,2.63837,2.438065,2.253475,2.082174,1.922205,1.775751,1.642212,1.519749,1.406975,1.303709,5.644786,5.271373,4.926171,4.603542,4.303617
Fr,87,###,###,###,###,###,###,7404.303405,5025.917835,3373.80744,2313.671576,1661.282147,1220.810857,921.981048,697.514156,1987.380807,1447.508416,1267.544929,1030.245119,842.245485,666.56482,533.006918,428.424256,347.457147,284.450742,234.928631,195.148222,161.235406,133.916353,112.038817,94.317706,79.917288,68.047372,58.195988,49.981428,108.703726,93.65461,80.814979,99.496162,100.699912,88.547041,78.047602,68.972947,61.117227,54.293479,48.353121,43.02036,38.330231,34.206245,30.563624,27.359137,24.550704,22.068739,19.877611,17.908412,16.152975,14.5906,13.201174,11.96541,10.863888,9.878382,8.996573,8.206335,7.494543,6.853964,6.277232,5.756906,5.283953,4.857275,4.467989,4.11584,3.794208,3.49964,3.230842,2.986203,2.762254,2.554253,2.362883,2.184343,2.016415,1.862686,1.722585,1.594106,1.47583,1.367479,1.268004,5.450382,5.093722,4.76066,4.451209
Ra,88,###,###,###,###,###,###,7449.015113,5439.669562,3704.939117,2498.367739,1768.428693,1285.02653,968.065245,730.269934,1425.083722,1499.729475,1313.132667,1001.220389,866.747813,685.577386,548.364228,441.927005,358.46719,293.700567,242.475517,201.444095,166.462298,138.193242,115.592386,97.325831,82.438164,70.244241,60.098392,51.605017,111.954295,96.607069,83.405187,102.205966,103.487635,91.104681,80.359218,71.028239,62.953717,55.940251,49.834486,44.345553,39.516573,35.270187,31.534395,28.246602,25.347764,22.791549,20.53931,18.523243,16.725514,15.108203,13.670042,12.391339,11.25118,10.230663,9.317689,8.499662,7.762798,7.099619,6.502513,5.963778,5.47414,5.032454,4.630076,4.267017,3.935021,3.629889,3.351424,3.097886,2.865772,2.651245,2.454169,2.27018,2.097007,1.938355,1.792983,1.659639,1.536878,1.424405,1.321051,1.22582,5.213871,4.874847,4.559634
Ac,89,###,###,###,###,###,###,7561.575981,5482.200072,3810.574107,2582.780397,1827.70986,1325.950621,999.462948,759.940558,569.008584,1570.987713,1375.768043,1043.445912,859.317391,709.408885,567.950349,458.951741,372.677954,305.338778,252.243793,209.58756,173.283716,143.902085,120.322003,101.32263,85.842366,73.129869,62.633817,53.809747,46.435311,100.447657,86.890869,75.259584,92.849115,94.505682,83.447809,73.77943,65.402876,58.126538,51.795843,46.099923,41.086583,36.675958,32.814101,29.414438,26.398163,23.737959,21.39374,19.313207,17.459665,15.778398,14.281482,12.946626,11.756221,10.69054,9.737278,8.883251,8.113831,7.421247,6.797644,6.23498,5.723507,5.262047,4.841674,4.462424,4.115899,3.798517,3.508737,3.243574,3.000774,2.776619,2.570761,2.378953,2.198937,2.033876,1.881378,1.741494,1.612703,1.494698,1.386291,1.286489,1.194854,5.037009,4.71173
Th,90,###,###,###,###,###,###,7841.397531,5655.54467,3935.660866,2721.899608,1913.390372,1375.358405,1029.423509,784.957419,587.030043,1638.603342,1202.408938,1065.39243,877.018594,723.942299,579.926847,468.978152,381.218115,312.183471,258.011137,214.333966,177.338232,147.280718,123.09852,103.612784,87.797264,74.801634,64.103654,55.098239,47.543642,102.46154,88.883759,77.030665,66.9224,96.203744,85.043739,75.235782,66.718322,59.313168,52.869216,47.066596,41.956463,37.45767,33.525676,30.065428,26.995872,24.281869,21.884761,19.767403,17.882645,16.177687,14.654789,13.286363,12.065921,10.973272,9.995592,9.119436,8.330122,7.619656,6.979923,6.402677,5.877923,5.404457,4.973085,4.583839,4.228473,3.904127,3.60786,3.335553,3.086165,2.855918,2.644448,2.447968,2.264311,2.095779,1.939384,1.795871,1.663405,1.541836,1.43015,1.327345,1.232924,1.145721,4.776935
Pa,91,###,###,###,###,###,###,8259.735786,5933.810429,4150.884875,2903.497927,2032.015512,1453.684894,1082.46159,824.674245,617.851156,1155.089229,1299.48457,1127.296722,860.571079,753.424009,604.467724,490.040322,399.718495,327.388507,270.580423,224.73748,185.850363,154.434977,129.108534,108.622056,91.999759,78.383827,67.163432,57.763868,49.873277,52.618877,93.107211,80.792538,70.237414,87.160145,88.879039,78.711881,69.829986,62.092022,55.355619,49.302859,43.966805,39.258115,35.141161,31.520965,28.325092,25.487692,22.972182,20.750003,18.77294,17.006351,15.422135,13.985481,12.703179,11.553945,10.525543,9.603852,8.773414,8.025844,7.352597,6.745028,6.192706,5.694368,5.2403,4.830545,4.456547,4.115624,3.804147,3.518032,3.255929,3.013473,2.790609,2.583835,2.39095,2.213901,2.050333,1.900118,1.760721,1.632354,1.514401,1.405825,1.306084,1.213912,1.128945
U,92,###,###,###,###,###,###,8326.576216,5969.831076,4207.797119,2955.426542,2071.626517,1480.742252,1099.193772,836.06801,628.881919,1040.070392,1344.42183,1168.650811,873.492618,723.915329,605.906955,492.426492,403.309723,331.218631,273.741005,227.390427,187.996384,156.33158,130.735579,109.983272,93.124557,79.332645,67.989308,58.516077,50.555294,43.801235,94.056478,81.794972,71.158592,62.059674,77.572517,79.480124,70.554445,62.758784,55.954755,49.868796,44.496391,39.739446,35.576496,31.91799,28.703416,25.838042,23.288612,21.035548,19.031418,17.25253,15.65712,14.211871,12.916426,11.748684,10.703781,9.767352,8.923538,8.163846,7.479669,6.862216,6.300861,5.79433,5.332759,4.916203,4.53596,4.189295,3.872546,3.582653,3.317008,3.070628,2.843907,2.63348,2.4371,2.256863,2.091716,1.939936,1.798431,1.66773,1.547569,1.436736,1.334912,1.240817,1.154089
