zMeas	zAbsorb	Ln	Lg	Lv	Ll	Mg	Mz
51	72	1240.62	682.794	0	1494.32	5296.78	10758.35
52	72	1096.8	600.893	0	1337.85	4829.87	9789.805
53	72	972.981	529.949	0	1196.84	4403.83	8846.08
54	72	865.857	468.499	0	1072.63	4011.92	8272.745
55	72	772.517	415.835	0	963.411	3664.18	7731.24
56	72	690.131	369.551	0	868.554	3337.68	7076.16
57	72	615.531	328.844	0	782.483	3005.44	6473.81
58	72	551.095	294.036	291.125	707.387	2688.98	5983.83
59	72	495.748	263.294	252.202	642.706	2408.05	5525.64
60	72	444.135	236.628	226.741	581.094	2181.08	5076.19
61	72	399.129	212.8	204.117	527.052	1965.5	4684.61
62	72	359.884	192.033	184.056	479.672	1788.18	4304.74
63	72	0	173.287	165.879	437.44	1628.63	3992.81
64	72	0	156.576	150.1	399.945	1491.33	3661.9
65	72	267.838	141.709	135.843	366.945	1362.07	3409.22
66	72	242.992	128.509	122.88	335.884	1256.01	3168.095
67	72	220.899	116.544	111.384	308.146	1158.09	2862.65
68	72	200.609	105.905	100.536	282.54	1064.48	2617.455
69	72	183.818	95.3878	254.252	261.84	3468.25	2403.725
70	72	167.774	240.349	226.298	241.914	4753.11	2172.68
71	72	153.189	214.615	202.224	223.884	4350.62	1991.175
72	72	140.231	192.735	182.384	207.713	3986.42	1820.36
73	72	128.444	245.315	231.513	192.68	3638.53	1676.57
74	72	117.648	234.154	243.782	179.081	3331.94	1541.825
75	72	107.875	234.426	222.924	166.465	3196.13	1422.65
76	72	98.2719	214.711	204.133	154.93	3271.32	1316.23
77	72	250.929	197.003	187.373	144.517	3016.54	1219.375
78	72	225.968	180.726	171.861	134.793	2781.27	1131.32
79	72	204.145	165.892	157.696	125.942	2748.74	1051.45
80	72	186.051	152.35	144.758	117.72	2542.07	4246.49
81	72	238.846	139.966	132.957	110.145	2354.62	4705.825
82	72	252.69	128.509	122.049	102.841	2289.93	4339.205
83	72	233.047	118.08	112.134	95.8891	2135.41	3999.45
84	72	214.743	108.502	102.8	249.745	1982.05	3649.73
85	72	198.813	99.7761	94.5198	231.689	1801.42	3336.095
86	72	183.867	91.8186	86.9788	215.035	1733.58	3313.735
87	72	170	84.5317	80.0918	200.126	1619.12	3317.28
88	72	157.246	77.881	74.1312	187.281	1493.62	3182.21
89	72	145.431	71.7867	68.1061	247.043	1402.57	2848.43
90	72	134.51	66.2236	62.9232	231.092	1303.79	2783.88
91	72	124.433	61.0535	58.0802	251.716	1214.19	2744.745
92	72	115.037	56.3821	53.6043	237.882	1128.7	2560.045
93	72	106.579	52.225	49.6368	225.321	1054.06	2397.975
94	72	98.9131	48.155	46.0603	213.526	982.823	2302.935
95	72	91.7101	44.4915	42.822	202.367	918.111	2218.59
96	72	0	0	0	0	0	0
97	72	0	0	0	0	0	0
98	72	0	0	0	0	0	0
99	72	0	0	0	0	0	0
100	72	0	0	0	0	0	0
1	73	0	0	0	0	0	0
2	73	0	0	0	0	0	0
3	73	0	0	0	0	0	0
4	73	0	0	0	0	0	0
5	73	0	0	0	0	0	0
6	73	0	0	0	0	0	0
7	73	0	0	0	0	0	0
8	73	0	0	0	0	0	0
9	73	0	0	0	0	0	0
10	73	0	0	0	0	0	0
11	73	0	0	0	0	0	0
12	73	0	0	0	0	0	0
13	73	0	0	0	0	0	0
14	73	0	0	0	0	0	0
15	73	0	0	0	0	0	0
16	73	0	0	0	0	0	0
17	73	0	0	0	0	0	0
18	73	19979.8	0	0	20108.4	0	0
19	73	0	0	0	0	0	0
20	73	16093.1	0	0	16311.7	0	0
21	73	13702	0	0	13902.7	0	0
22	73	11861.5	0	0	12062.9	0	0
23	73	11093.8	0	0	11294.6	0	0
24	73	9642.15	0	0	9905.19	0	0
25	73	8429.81	0	0	8459.73	0	0
26	73	7235.13	0	0	7468.72	0	0
27	73	6215.72	0	0	6433.01	0	0
28	73	5358.28	0	0	5561.21	0	0
29	73	4618.64	0	0	4810.87	0	0
30	73	3976.84	0	0	4158.85	0	0
31	73	3442.26	0	0	3616.33	0	0
32	73	2874.42	0	0	3077.06	0	0
33	73	2403.83	0	0	2579.71	0	0
34	73	2034.27	0	0	2189.16	0	0
35	73	1731.25	0	0	1869.14	0	0
36	73	1483.01	0	0	1606.17	0	0
37	73	1280.19	0	0	1391.65	0	0
38	73	1110.65	0	0	1212.47	0	0
39	73	3328.51	0	0	1059.57	0	0
40	73	4250.49	3002.3	0	3193.77	0	0
41	73	3648.82	2552.26	0	4110.26	13600	22761.2
42	73	3145.87	2339.32	0	3563.5	12226	21666.95
43	73	3203.04	2130.27	0	3114.05	12106	20362.7
44	73	2763.42	1851.83	0	3176.61	10975.9	20338.95
45	73	2581.44	1608.53	0	2778.19	10103.9	19363.4
46	73	2264.19	1401.97	0	2621.44	9187.44	17394.7
47	73	2096.21	1217.63	0	2318.01	8416.58	15845.75
48	73	1863.26	1059.45	0	2163.27	7618.02	14284.55
49	73	1648.27	924.626	0	1939.71	6897.63	13008.8
50	73	1457.86	810.596	0	1738.91	6249.8	12142.4
51	73	1292.86	713.044	0	1553.72	5667.98	11645.5
52	73	1145.72	627.568	0	1391.11	5148.09	10838.35
53	73	1015.42	553.716	0	1249.04	4677.39	9842.195
54	73	902.73	489.613	0	1120.26	4247.91	9044.615
55	73	805.655	434.398	0	1005.33	3870.41	8363.805
56	73	720.683	385.947	0	905.563	3517.7	7705.06
57	73	642.845	343.302	0	815.927	3162.55	7007.055
58	73	575.708	306.81	303.761	738.49	2828.04	6445.655
59	73	518.138	274.612	262.999	671.207	2531.26	5925.71
60	73	464.066	246.696	236.348	606.902	2291.71	5421.47
61	73	416.906	221.761	212.754	550.703	2064.25	4987.26
62	73	375.83	200.24	191.978	501.33	1877.43	4568.46
63	73	0	180.848	173.208	457.047	1709.22	4227.08
64	73	0	163.608	156.909	417.76	1564.62	3867.94
65	73	279.371	148.128	141.991	383.22	1428.46	3595.115
66	73	253.356	134.317	128.428	350.685	1316.74	3334.635
67	73	230.235	121.799	116.401	321.6	1215.52	3011.575
68	73	209.121	110.696	105.154	294.769	1117.96	2752.47
69	73	191.731	99.8418	94.9706	273.09	1035.46	2526.715
70	73	175.163	90.5248	239.056	252.229	3314.71	2282.85
71	73	160.111	226.07	212.396	233.358	4529.64	2091.41
72	73	146.582	202.231	190.978	216.475	4154.28	1911.24
73	73	134.249	182.221	172.351	200.91	3795.01	1759.795
74	73	122.953	230.697	218.798	186.822	3477.99	1617.85
75	73	112.731	216.813	231.475	173.812	3195.2	1492.21
76	73	102.816	223.046	212.183	161.908	2925.02	1380.17
77	73	93.9306	204.856	194.879	151.067	3166.18	1278.895
78	73	238.688	187.959	178.729	140.892	2910.13	1187.84
79	73	214.478	172.515	163.972	131.631	2688.19	1104.23
80	73	194.973	158.395	150.476	123.029	2663.74	1021.565
81	73	177.581	145.479	138.188	115.105	2456.07	3282.46
82	73	227.159	133.57	126.861	107.533	2277.87	4517.92
83	73	228.125	122.739	116.561	100.358	2217.88	4167.71
84	73	223.078	112.785	106.858	93.5551	2059.15	3806.505
85	73	206.717	103.715	98.2529	135.85	1872.09	3482.29
86	73	191.229	95.4478	90.4215	226.536	1801.88	3190.95
87	73	176.791	87.8801	83.269	210.147	1682.96	2963.685
88	73	163.502	80.9736	77.0803	196.309	1553.01	3090.075
89	73	151.179	74.6458	70.8238	183.496	1458.19	2982.075
90	73	139.801	68.8785	65.4705	172.051	1356.64	2876.04
91	73	129.336	63.5394	60.4674	226.241	1266.67	2684.34
92	73	119.578	58.7097	55.8209	213.207	1178.97	2590.595
93	73	110.786	54.3863	51.6943	233.939	1100.79	2504.105
94	73	102.818	50.153	47.9829	221.829	1025.75	2345.44
95	73	95.3351	46.3594	44.6314	210.368	957.669	2254.165
96	73	0	0	0	0	0	0
97	73	0	0	0	0	0	0
98	73	0	0	0	0	0	0
99	73	0	0	0	0	0	0
100	73	0	0	0	0	0	0
1	74	0	0	0	0	0	0
2	74	0	0	0	0	0	0
3	74	0	0	0	0	0	0
4	74	0	0	0	0	0	0
5	74	0	0	0	0	0	0
6	74	0	0	0	0	0	0
7	74	0	0	0	0	0	0
8	74	0	0	0	0	0	0
9	74	0	0	0	0	0	0
10	74	0	0	0	0	0	0
11	74	0	0	0	0	0	0
12	74	0	0	0	0	0	0
13	74	0	0	0	0	0	0
14	74	0	0	0	0	0	0
15	74	0	0	0	0	0	0
16	74	0	0	0	0	0	0
17	74	0	0	0	0	0	0
18	74	21250.8	0	0	21361.3	0	0
19	74	0	0	0	0	0	0
20	74	17042.7	0	0	17283.1	0	0
21	74	14328	0	0	14560.3	0	0
22	74	12161.9	0	0	12400.5	0	0
23	74	11106.4	0	0	11343.1	0	0
24	74	9771.57	0	0	9995.15	0	0
25	74	8537.39	0	0	8753.63	0	0
26	74	7686.11	0	0	7896.46	0	0
27	74	6640.35	0	0	6871.5	0	0
28	74	5694.26	0	0	5918.13	0	0
29	74	4884.9	0	0	5094.2	0	0
30	74	4189.45	0	0	4385.94	0	0
31	74	3616.96	0	0	3802.51	0	0
32	74	3024.88	0	0	3240.31	0	0
33	74	2525.41	0	0	2711.93	0	0
34	74	2134.44	0	0	2298.15	0	0
35	74	1814.88	0	0	1960.16	0	0
36	74	1553.91	0	0	1683.29	0	0
37	74	1340.9	0	0	1457.94	0	0
38	74	1164.15	0	0	1269.91	0	0
39	74	1013.96	0	0	1111.58	0	0
40	74	4413.54	3147.6	0	978.588	0	0
41	74	3792.81	2658.09	0	4268.93	14208.9	22648.65
42	74	3272.59	2437.93	0	3704.59	12593.3	22451
43	74	2845.74	2111.33	0	3239.66	11523	21572.55
44	74	2883.42	1917.32	0	2823.37	10967.3	20317.3
45	74	2513.08	1666.05	0	2899.99	10163.6	20377.15
46	74	2355	1452.69	0	2551.09	9382.82	18446.1
47	74	2076.95	1262.73	0	2414.49	8525.93	16768.3
48	74	1929.14	1102.77	0	2144.67	8030.2	15001.3
49	74	1707.09	961.775	0	2008.19	7347.05	13516.95
50	74	1510.42	842.336	0	1800.77	6677.92	12193.15
51	74	1339.45	740.439	0	1609.33	6036.06	11758.25
52	74	1190.68	653.065	0	1441.5	5462.94	10720.05
53	74	1056.95	576.4	0	1294.44	4948.85	9941.43
54	74	938.827	509.658	0	1164.99	4482.25	9259.815
55	74	837.165	452.414	0	1046.4	4074.92	8574.85
56	74	748.28	401.939	0	941.794	3697.43	8107.905
57	74	668.695	357.435	0	847.915	3327.99	7458.87
58	74	599.356	319.304	316.119	766.901	2975.58	6884.5
59	74	539.268	285.67	273.543	697.696	2660.47	6320.89
60	74	483.176	256.527	245.729	631.913	2406.66	5763.955
61	74	434.201	230.51	221.117	573.256	2166.15	5286.73
62	74	391.396	208.072	199.459	521.803	1968.91	4830.315
63	74	0	187.964	180.138	475.898	1791.67	4459.68
64	74	0	170.297	163.413	435.09	1639.55	4072.315
65	74	290.641	154.287	147.908	399.097	1496.56	3779.895
66	74	263.478	139.931	133.792	365.152	1379.28	3502.95
67	74	239.35	126.88	121.253	334.756	1273.14	3170.73
68	74	217.33	115.317	109.574	306.724	1171.65	2895.3
69	74	199.202	104.068	99.0175	284.081	1086.65	2655.65
70	74	182.141	94.4455	89.5845	262.301	1010.34	2397.27
71	74	166.71	85.4732	224.335	242.609	3160.11	2194.84
72	74	152.68	212.849	200.443	224.998	4314.33	2004.6
73	74	139.86	190.813	179.873	208.77	3943.9	1844.93
74	74	128.085	172.051	162.836	194.086	3616.13	1695.525
75	74	117.426	218.372	206.913	180.757	3323.57	1563.545
76	74	107.151	202.021	219.049	168.554	3043.92	1445.87
77	74	97.939	211.469	201.244	157.342	2814.57	1339.55
78	74	89.4698	194.192	184.78	146.766	3046.37	1244.11
79	74	226.678	178.439	169.666	137.133	2801.87	1157.525
80	74	204.843	163.918	155.755	128.163	2591.38	1072.05
81	74	185.561	150.603	143.111	119.901	2393.99	1001.885
82	74	169.309	138.375	131.493	112.04	2370.13	3152.06
83	74	216.997	127.263	120.901	104.604	2200.21	4328.18
84	74	201.763	116.999	110.873	97.5536	2131.73	3955.74
85	74	213.393	107.623	101.97	91.4537	1938.26	3620.605
86	74	197.524	99.0606	93.8475	85.622	1865.88	3319.22
87	74	182.803	91.2116	86.4281	221.71	1742.97	3083.98
88	74	169.182	84.0449	80.0026	206.316	1608.59	2965.06
89	74	156.479	77.475	73.507	192.214	1510.76	3124.375
90	74	144.764	71.4906	67.959	179.554	1405.79	3008.65
91	74	134.034	65.9577	62.774	168.601	1312.26	2798.51
92	74	124.018	60.9522	57.9578	221.821	1223.86	2609.03
93	74	114.933	56.4707	53.6799	209.291	1145.01	2523.635
94	74	106.696	52.082	49.8336	211.974	1067.81	2444.35
95	74	98.9438	48.1518	46.3615	217.171	996.431	2291.115
96	74	0	0	0	0	0	0
97	74	0	0	0	0	0	0
98	74	0	0	0	0	0	0
99	74	0	0	0	0	0	0
100	74	0	0	0	0	0	0
1	75	0	0	0	0	0	0
2	75	0	0	0	0	0	0
3	75	0	0	0	0	0	0
4	75	0	0	0	0	0	0
5	75	0	0	0	0	0	0
6	75	0	0	0	0	0	0
7	75	0	0	0	0	0	0
8	75	0	0	0	0	0	0
9	75	0	0	0	0	0	0
10	75	0	0	0	0	0	0
11	75	0	0	0	0	0	0
12	75	0	0	0	0	0	0
13	75	0	0	0	0	0	0
14	75	0	0	0	0	0	0
15	75	0	0	0	0	0	0
16	75	0	0	0	0	0	0
17	75	0	0	0	0	0	0
18	75	21545.2	0	0	21623.2	0	0
19	75	0	0	0	0	0	0
20	75	17832.7	0	0	18069.3	0	0
21	75	15101.1	0	0	15344.2	0	0
22	75	12812.9	0	0	13070.5	0	0
23	75	11609.1	0	0	11803.1	0	0
24	75	9967.98	0	0	10212.2	0	0
25	75	8778.27	0	0	9013.55	0	0
26	75	7836.64	0	0	7867.95	0	0
27	75	6840.93	0	0	7054.4	0	0
28	75	5989.28	0	0	6192.8	0	0
29	75	5134.3	0	0	5356.47	0	0
30	75	4397.8	0	0	4605.92	0	0
31	75	3792.18	0	0	3988.3	0	0
32	75	3197.73	0	0	3414.45	0	0
33	75	2673.71	0	0	2872.28	0	0
34	75	2257.62	0	0	2431.79	0	0
35	75	1917.67	0	0	2072.21	0	0
36	75	1640.16	0	0	1777.72	0	0
37	75	1414.08	0	0	1538.28	0	0
38	75	1226.3	0	0	1338.63	0	0
39	75	1068.88	0	0	1170.56	0	0
40	75	936.998	2788.92	0	1031.82	0	0
41	75	3946.78	2776.19	0	2993.91	14977.4	21377.65
42	75	3407.43	2378.49	0	3855.4	13276.6	22046.45
43	75	2964.12	2197.92	0	3373.25	12126.6	21768.25
44	75	3012.81	1987.73	0	2940.83	11456.4	20842.7
45	75	2623.01	1727.82	0	3029.23	10396	19925.3
46	75	2299.81	1506.94	0	2662.45	9699.89	19144.7
47	75	2159.94	1310.3	0	2356.23	8765.84	17563.95
48	75	2000.11	1146.55	0	2234.61	8010.29	15799.2
49	75	1770.34	1002.7	0	1994.23	7508.82	14255.75
50	75	1566.68	877.088	0	1866.97	6874.45	12846.8
51	75	1389.81	770.41	0	1669.03	6299.09	11549.8
52	75	1235.34	679.401	0	1495.29	5748.08	11185.6
53	75	1100.55	600.604	0	1343.17	5202.05	10153.55
54	75	978.561	531.174	0	1209.28	4708.07	9565.62
55	75	871.649	471.76	0	1089.73	4276.51	8819.025
56	75	778.608	419.105	0	981.678	3877.17	8093.1
57	75	695.616	372.685	0	882.958	3500.39	7615.255
58	75	624.416	332.911	329.571	798.032	3147.53	7066.82
59	75	561.995	297.691	285.046	725.776	2817.51	6554.785
60	75	503.695	267.234	255.949	657.497	2547.34	6053.01
61	75	452.901	240.088	230.254	597.335	2291.32	5560.95
62	75	408.094	216.616	207.645	543.802	2081.5	5076.43
63	75	0	195.654	187.497	496.132	1892.99	4684.18
64	75	0	177.257	170.13	453.823	1731.25	4273.725
65	75	302.88	160.842	154.294	416.137	1579.27	3964.4
66	75	274.515	146.058	139.701	380.721	1454.77	3673.085
67	75	249.295	132.449	126.545	349.029	1342.04	3345.845
68	75	226.291	120.332	114.34	319.712	1234.31	3065.735
69	75	207.378	108.596	103.326	296.034	1144.27	2812.37
70	75	189.583	98.5838	93.5498	273.281	1065.13	2537.365
71	75	173.528	89.3327	84.7849	252.689	988.931	2321.88
72	75	159.209	80.994	207.724	234.322	3025.28	2119.46
73	75	145.985	198.831	188.385	217.345	4103.25	1949.615
74	75	133.712	180.496	171.062	202.048	3763.84	1790.73
75	75	122.532	164.006	155.287	188.142	3460.39	1650.42
76	75	111.812	208.297	197.3	175.443	3169.93	1525.46
77	75	102.201	189.921	209.13	163.949	2931.65	1412.64
78	75	93.4309	201.72	191.834	153.118	2704.38	1311.31
79	75	85.5284	185.177	176.012	143.169	2929.17	1219.315
80	75	211.772	170.026	161.525	133.795	2704.53	1129.115
81	75	193.961	156.16	148.378	125.128	2497.98	1056.315
82	75	177.704	143.468	136.331	116.913	2314.12	986.7495
83	75	162.968	131.944	125.362	109.154	2295.55	1965.057
84	75	208.329	121.334	115.008	101.801	2119.93	3433.28
85	75	191.788	111.652	105.81	95.4857	2009.64	3768.44
86	75	205.222	102.801	97.4085	89.485	1933.58	3455.865
87	75	189.758	94.6814	89.7322	83.947	1807.49	3211.53
88	75	175.508	87.267	83.0851	213.125	1668.26	3088.01
89	75	162.279	80.4699	76.3635	200.128	1567.03	2769.495
90	75	150.093	74.2756	70.618	188.064	1458.33	2673.11
91	75	138.965	68.545	65.2468	176.978	1361.62	2924.72
92	75	128.579	63.3608	60.268	166.61	1269.92	2724.31
93	75	119.2	58.7316	55.8477	157.105	1189.15	2545.935
94	75	110.694	54.196	51.8597	207.062	1111.6	2384.525
95	75	102.68	50.1092	48.2457	195.469	1038.57	2312.205
96	75	0	0	0	0	0	0
97	75	0	0	0	0	0	0
98	75	0	0	0	0	0	0
99	75	0	0	0	0	0	0
100	75	0	0	0	0	0	0
1	76	0	0	0	0	0	0
2	76	0	0	0	0	0	0
3	76	0	0	0	0	0	0
4	76	0	0	0	0	0	0
5	76	0	0	0	0	0	0
6	76	0	0	0	0	0	0
7	76	0	0	0	0	0	0
8	76	0	0	0	0	0	0
9	76	0	0	0	0	0	0
10	76	0	0	0	0	0	0
11	76	0	0	0	0	0	0
12	76	0	0	0	0	0	0
13	76	0	0	0	0	0	0
14	76	0	0	0	0	0	0
15	76	0	0	0	0	0	0
16	76	0	0	0	0	0	0
17	76	0	0	0	0	0	0
18	76	21118.6	0	0	21144	0	0
19	76	0	0	0	0	0	0
20	76	18302.2	0	0	18517.6	0	0
21	76	15707.4	0	0	15948.6	0	0
22	76	13387.9	0	0	13655.7	0	0
23	76	11338.5	0	0	11604.5	0	0
24	76	10333.2	0	0	10594.4	0	0
25	76	9039.07	0	0	9290.89	0	0
26	76	7828.8	0	0	8066.59	0	0
27	76	6960.24	0	0	7185.52	0	0
28	76	6067.72	0	0	6279.62	0	0
29	76	5289.76	0	0	5493.07	0	0
30	76	4568.64	0	0	4785.64	0	0
31	76	3936.02	0	0	4140.94	0	0
32	76	3328.92	0	0	3542.37	0	0
33	76	2804.03	0	0	3004.5	0	0
34	76	2366.03	0	0	2549.62	0	0
35	76	2007.91	0	0	2170.74	0	0
36	76	1715.72	0	0	1860.56	0	0
37	76	1477.65	0	0	1608.39	0	0
38	76	1280.19	0	0	1398.36	0	0
39	76	1114.65	0	0	1221.53	0	0
40	76	978.599	2882.57	0	1076.14	0	0
41	76	2756.75	2873.25	0	951.095	15584.6	19233.1
42	76	3522.3	2458.41	0	2693.7	13868.2	20727.5
43	76	3063.91	2128.18	0	3486.98	12674.5	21179.8
44	76	2655.35	1958.82	0	3039.84	11181.9	20767.65
45	76	2714.83	1776.67	0	2669.46	10791	19865.1
46	76	2376.94	1549.63	0	2756.51	9877.88	19076.85
47	76	2235.26	1347.04	0	2435.52	9025.76	18057.1
48	76	1971.15	1178.67	0	2162.9	8218.38	16394.15
49	76	1820.09	1034.89	0	2056.06	7484.28	14863.95
50	76	1611.24	906.546	0	1855.49	6995.6	13423.2
51	76	1428.91	795.56	0	1716.69	6390.94	12066.55
52	76	1269.99	700.921	0	1537.65	5847.67	11266.1
53	76	1131.87	619.657	0	1380.83	5351.94	10531.7
54	76	1010.5	548.746	0	1243.14	4892.13	9734.11
55	76	900.887	487.28	0	1121.17	4442.11	9082.655
56	76	804.093	433.257	0	1013.67	4024.76	8306.685
57	76	717.78	385.171	0	912.653	3631.95	7596.06
58	76	643.806	344.058	340.605	824.291	3279.77	7198.635
59	76	580.56	307.56	294.455	749.143	2949.32	6659.125
60	76	520.338	275.99	264.3	678.156	2671.41	6133.755
61	76	467.779	247.866	237.686	616.353	2401.66	5679.105
62	76	421.974	223.566	214.273	561.789	2180.51	5236.625
63	76	0	201.866	193.418	512.502	1981.93	4867.21
64	76	0	182.827	175.456	468.73	1811.61	4439.245
65	76	312.945	165.857	159.157	430.221	1651.57	4115.965
66	76	283.537	150.792	144.339	393.529	1520.57	3811.695
67	76	257.404	136.888	130.821	360.693	1401.94	3473.59
68	76	233.583	124.418	118.213	330.399	1288.61	3199.43
69	76	213.996	112.265	106.81	305.84	1193.91	2944.135
70	76	195.576	101.916	96.7272	282.26	1110.7	2660.88
71	76	178.977	92.3797	87.7024	260.918	1032.03	2433.81
72	76	164.169	83.8734	79.5852	241.895	959.735	2220.53
73	76	150.718	129.288	194.435	224.323	2864.68	2041.625
74	76	138.186	186.336	176.651	208.485	3890.82	1874.265
75	76	126.695	169.405	160.471	194.084	3577.06	1726.505
76	76	115.595	154.081	145.837	180.955	3277	1594.92
77	76	105.645	196.21	185.985	169.073	3030.34	1476.155
78	76	96.6046	178.977	197.064	157.958	2795.05	1369.57
79	76	88.4573	190.241	180.872	147.889	2583.28	1272.82
80	76	81.129	174.761	166.08	138.271	2800.59	1177.93
81	76	200.152	160.6	152.624	129.364	2582.33	1101.515
82	76	183.471	147.578	140.245	120.877	2391.85	1029.825
83	76	168.338	135.738	128.99	112.844	2220.73	962.3695
84	76	154.105	124.872	118.402	105.232	2192.74	1862.186
85	76	198.147	114.969	108.982	98.7228	1980.65	3255.3
86	76	182.285	105.889	100.347	92.5367	1904.88	3572.32
87	76	194.936	97.5433	92.454	86.8567	1858.03	3319.98
88	76	180.357	89.915	85.6078	81.635	1715.91	3192.235
89	76	166.85	82.9141	78.6845	87.9071	1611.6	2862.505
90	76	154.385	76.5332	72.7642	194.105	1499.56	2762.64
91	76	142.952	70.6281	67.2294	182.725	1399.83	2579.39
92	76	132.28	65.2875	62.1109	172.079	1305.46	2611.62
93	76	122.69	60.5327	57.5699	162.339	1222.52	2633.065
94	76	113.989	55.8728	53.4691	153.16	1142.86	2464.5
95	76	105.765	51.6671	49.7488	150.04	1070.29	2312.78
96	76	0	0	0	0	0	0
97	76	0	0	0	0	0	0
98	76	0	0	0	0	0	0
99	76	0	0	0	0	0	0
100	76	0	0	0	0	0	0
1	77	0	0	0	0	0	0
2	77	0	0	0	0	0	0
3	77	0	0	0	0	0	0
4	77	0	0	0	0	0	0
5	77	0	0	0	0	0	0
6	77	0	0	0	0	0	0
7	77	0	0	0	0	0	0
8	77	0	0	0	0	0	0
9	77	0	0	0	0	0	0
10	77	0	0	0	0	0	0
11	77	0	0	0	0	0	0
12	77	0	0	0	0	0	0
13	77	0	0	0	0	0	0
14	77	0	0	0	0	0	0
15	77	0	0	0	0	0	0
16	77	0	0	0	0	0	0
17	77	0	0	0	0	0	0
18	77	18638.3	0	0	18538.6	0	0
19	77	0	0	0	0	0	0
20	77	18581.4	0	0	18723.6	0	0
21	77	16790.3	0	0	17009	0	0
22	77	14547.9	0	0	14823.9	0	0
23	77	12374	0	0	12666.7	0	0
24	77	11182.7	0	0	11476	0	0
25	77	9556.36	0	0	9840.87	0	0
26	77	8331.19	0	0	8599.17	0	0
27	77	7333.3	0	0	7411.45	0	0
28	77	6344.92	0	0	6578.31	0	0
29	77	5497.56	0	0	5717.3	0	0
30	77	4761.02	0	0	4969.9	0	0
31	77	4147.57	0	0	4347.39	0	0
32	77	3552.36	0	0	3763.09	0	0
33	77	3041.98	0	0	3238.67	0	0
34	77	2583.93	0	0	2782.52	0	0
35	77	2182.86	0	0	2364.95	0	0
36	77	1857.17	0	0	2018.34	0	0
37	77	1593.12	0	0	1737.99	0	0
38	77	1375.2	0	0	1505.43	0	0
39	77	1193.36	0	0	1310.73	0	0
40	77	1044.54	3020.29	0	1151.11	0	0
41	77	917.566	2566.36	0	1015.17	16678.7	14197.2
42	77	3694.66	2574.91	0	899.085	15038.7	16617.05
43	77	3211.16	2222.72	0	3657.35	13811.2	18325.6
44	77	2780.67	2045.07	0	3185.79	12200.1	19218.7
45	77	2425.93	1768.18	0	2795.57	10986.4	19399.1
46	77	2485.64	1612.32	0	2462.87	10670.2	18887.35
47	77	2184.92	1401.98	0	2549.77	9541.32	18409.55
48	77	2059.09	1225.69	0	2259.31	8770.38	17397.4
49	77	1812.1	1075.31	0	2013.01	7944.07	16011.7
50	77	1675.71	946.107	0	1912.87	7317.89	14584.2
51	77	1487.22	830.745	0	1783.91	6701.21	13161.9
52	77	1321.48	731.23	0	1599.95	6103.29	11892
53	77	1176.56	645.857	0	1437.15	5564.66	11396.85
54	77	1050.9	572.408	0	1293.41	5072.2	10508
55	77	940.306	508.614	0	1165.35	4638.91	9605.62
56	77	839.718	452.365	0	1054.07	4234.37	8870.055
57	77	748.952	402.7	0	952.363	3850.8	8069.51
58	77	671.222	359.632	356.012	860.963	3503.58	7425.925
59	77	604.939	321.502	307.768	781.926	3186.28	6998.425
60	77	543.083	288.402	276.137	707.308	2911.86	6417.54
61	77	488.278	258.912	248.248	642.387	2622.43	5918.96
62	77	440.595	233.45	223.717	585.745	2375.94	5440.115
63	77	0	210.727	201.879	534.912	2153.85	5048.285
64	77	0	190.795	183.084	489.269	1963.85	4636.145
65	77	327.12	173.041	166.028	449.194	1785.88	4323.11
66	77	296.314	157.277	150.596	411.305	1640.58	4025.695
67	77	268.913	142.932	136.688	377.103	1509.39	3695.415
68	77	243.944	130.066	123.593	345.339	1384.46	3423.585
69	77	223.427	117.387	111.695	319.704	1280.37	3181.335
70	77	204.145	106.571	101.132	294.976	1189.04	2900.985
71	77	186.765	96.5754	91.6766	272.6	1102.85	2657.18
72	77	171.274	87.6865	83.2479	252.659	1024.36	2420.79
73	77	157.199	79.7768	75.6766	234.239	948.856	2220.43
74	77	144.268	194.304	184.225	217.664	880.551	2033.655
75	77	132.44	176.686	167.383	202.579	2544.55	1869.155
76	77	120.862	160.726	152.18	188.835	3435.6	1723.035
77	77	110.479	146.44	138.728	176.399	3175.79	1591.46
78	77	101.003	186.769	177.095	164.772	2928.02	1473.69
79	77	92.4648	170.59	187.814	154.246	2704.65	1367.12
80	77	84.8262	181.524	172.58	144.355	2501.91	1262.83
81	77	77.8743	166.932	158.679	135.188	2709.61	1178.955
82	77	191.322	153.445	145.837	126.372	2502.06	1100.43
83	77	175.576	141.159	134.156	117.991	2319.9	1027.2
84	77	160.751	129.88	123.161	110.047	2144.03	951.244
85	77	147.896	119.596	113.383	103.224	2069.89	1811.233
86	77	164.647	110.178	104.432	96.7399	1984.05	3132.87
87	77	175.065	101.525	96.2445	90.7954	1850.56	3480.965
88	77	187.285	93.6008	89.1159	85.3536	1783.11	3346.26
89	77	173.373	86.3111	81.9072	80.2832	1676.08	2999.085
90	77	160.507	79.6672	75.7429	75.5492	1560.57	2893.87
91	77	148.645	73.5188	69.9801	190.546	1456.99	2700.615
92	77	137.571	67.9583	64.6511	179.469	1358.56	2518.845
93	77	127.614	63.008	59.9234	169.331	1271.74	2552.35
94	77	118.578	58.1566	55.6642	159.766	1188.11	2581.68
95	77	110.049	53.798	51.811	150.757	1112.27	2417.415
