M4-N6,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Tm,69,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4612.40225,4276.835302,3828.739655,3834.426536,3025.729601,2787.112618,2498.479536,2239.941946,2004.441966,1827.545732,1652.472519,1490.07083,1355.906128,1235.736804,4206.924973,5715.60537,5170.81513,4665.957317,4214.978253,3833.711601,4068.490609,3667.269878,3371.282972,3302.216374,3025.45738,2789.128808,2699.867537,2503.608242,2320.552293,2130.324933,1975.046493,1832.274565,1707.109879,1628.564008,1480.620582,1385.666975,1285.655951,1193.356105
Yb,70,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,4793.101716,4446.585073,3985.0822,3990.926156,3150.965586,2902.148096,2596.924325,2324.112339,2076.313633,1890.756609,1707.556572,1537.898086,1399.380183,1274.3258,1167.282107,3953.900044,5374.3903,4849.018117,4379.79956,3983.227531,3604.911272,3826.699692,3494.148269,3194.595185,3133.02011,2873.954171,2652.267465,2571.498907,2385.065964,2190.031633,2030.740635,1885.5786,1757.251684,1676.703487,1528.125019,1431.669915,1327.933375,1232.110217
Lu,71,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5020.173364,4654.824505,4172.356532,4178.475036,3303.201667,3043.683604,2720.871944,2432.609022,2171.380164,1975.958906,1783.461675,1605.484791,1461.030001,1332.206528,1220.16024,1121.710765,3723.837226,5040.45959,4558.582548,4150.640535,3761.084482,3408.25429,3676.868714,3340.476917,3057.129409,3007.11976,2761.885225,2552.130382,2473.656042,2272.641011,2107.599527,1957.310405,1825.336938,1742.52817,1589.026039,1491.721583,1386.448331,1286.715741
Hf,72,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5494.158992,5051.595605,4481.126746,4488.243854,3489.721224,3198.089805,2855.72237,2551.405776,2275.849295,2070.006879,1867.256355,1679.853234,1527.828865,1392.895557,1277.379196,1174.156624,1080.646994,3496.553684,4730.970987,4312.292754,3911.981102,3549.037382,3263.441307,3502.145495,3193.474093,2929.994538,2696.153683,2656.748208,2452.493682,2351.458364,2180.558364,2024.918015,1888.378944,1802.960301,1644.802083,1543.876161,1436.712009,1336.943252
Ta,73,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,5890.146154,5394.068019,4762.522838,4770.36457,3682.117581,3366.767744,3004.27282,2682.715681,2391.713272,2174.500553,1960.68249,1763.262626,1603.090089,1460.873535,1339.237021,1232.202513,1134.98596,1042.667917,3299.628766,4490.205907,4077.407416,3702.420545,3407.225504,3120.143318,3356.584056,3070.48355,2819.678052,2599.778763,2564.585188,2340.667662,2249.658069,2103.525752,1962.19163,1873.685059,1709.546149,1605.030908,1493.815266,1390.19519
W,74,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6281.77024,5733.740351,5041.513622,5050.060372,3872.901604,3536.438616,3162.937227,2821.264812,2512.572084,2282.694284,2056.80864,1848.572044,1680.051334,1530.651515,1402.894861,1290.63752,1189.205534,1094.177677,1006.385244,3133.086835,4235.057113,3848.286844,3542.937759,3245.982154,2976.065663,3078.523442,2946.576403,2708.506935,2497.039266,2439.403635,2248.207137,2084.301379,2031.39057,1939.909746,1770.522277,1662.435069,1547.530115,1440.549471
Re,75,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6519.570657,6025.40018,5300.527941,5309.599287,4062.71225,3707.150674,3337.963377,2988.617628,2660.076671,2415.370859,2174.973736,1953.502307,1774.287873,1615.471116,1479.811967,1360.588256,1253.002838,1152.109128,1061.032928,981.604866,2970.47436,4004.201833,3687.966865,3379.818455,3099.457401,2848.483237,2621.375576,2830.287833,2606.331847,2379.888909,2348.067222,2168.098933,2017.670579,2011.356121,1835.850634,1724.076256,1605.091308,1494.304834
Os,76,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6622.167567,6105.145708,5442.029796,5450.329359,4218.716195,3847.239997,3465.890787,3121.683238,2789.941118,2532.294405,2279.008972,2045.714421,1856.934613,1689.733938,1546.902335,1421.454068,1308.231877,1202.20947,1106.405965,1024.551131,944.641783,2796.336255,3812.299522,3493.759398,3204.119712,2944.275837,2709.089121,2498.011487,2697.192916,2459.852168,2270.544473,2243.6812,2081.692434,1982.372787,1887.073651,1772.855989,1650.783844,1536.629038
Ir,77,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,6957.40856,6386.030126,5661.95869,5670.929452,4422.921527,4060.506368,3687.834191,3349.341046,3028.012366,2763.752437,2486.397628,2224.999478,2014.290809,1828.225607,1669.780238,1530.985502,1406.089815,1289.395808,1184.326418,1094.650929,1008.250297,929.156851,2710.754694,3664.51124,3358.738534,3085.19897,2837.388181,2614.742717,2410.318221,2576.491332,2371.865631,2193.009533,2037.53136,2071.83923,1880.121616,1764.31526,1716.344731,1598.898292
Pt,78,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7186.121211,6732.626251,5957.139314,5966.741446,4640.933056,4257.68636,3861.71511,3501.586272,3166.846694,2911.497095,2651.562794,2395.84102,2171.86423,1967.151073,1792.658112,1640.158797,1503.347731,1375.824912,1261.321353,1163.780594,1070.116159,984.632988,916.954226,2598.20942,3502.723278,3216.268206,2957.354107,2724.978246,2511.07725,2290.466015,2470.19164,2281.060355,2119.619006,2018.559396,1955.12624,1829.391971,1697.96817,1648.356682
Au,79,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7599.847209,6949.212731,6272.445716,6282.659365,4876.207565,4471.111578,4049.739719,3667.996,3312.575978,3041.665338,2770.404661,2515.070547,2294.80293,2091.818963,1915.605971,1758.757901,1612.356736,1472.696894,1347.516377,1241.210344,1139.273362,1046.500697,973.192206,901.61917,835.926637,2303.035599,3103.452942,2857.19656,2631.21318,2397.991738,2208.942783,2375.696766,2210.928632,2106.484382,1912.740392,1848.84446,1769.884848,1642.43529
Hg,80,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,7965.548198,7279.608982,6552.251875,6563.077213,5077.000436,4650.863985,4205.420425,3803.476673,3430.90579,3146.288841,2861.639831,2594.77246,2374.940963,2175.684781,1996.301815,1832.733322,1684.506567,1545.526392,1419.891687,1312.370998,1205.793664,1105.907422,1026.830097,949.794729,879.656132,816.669285,2215.490151,2981.110525,2742.100046,2496.147054,2297.265542,2117.408151,2285.916183,2177.340255,1977.500682,1850.75159,1716.292175,1699.906511
Tl,81,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8148.330143,7560.487184,6667.718956,6678.800822,5275.404634,4834.081105,4364.216464,3939.221742,3547.502814,3250.29748,2952.434124,2673.194673,2443.987591,2238.053136,2059.653966,1898.308596,1747.186665,1601.298183,1469.588296,1356.950898,1248.285517,1148.747426,1069.73044,992.293393,921.302968,855.90259,795.075105,2130.265899,2860.687012,2601.013213,2391.193161,2202.238578,2037.995954,1935.889621,2048.279116,1914.030435,1774.980793,1645.958726
Pb,82,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8481.434801,7759.694129,6928.653315,6940.248096,5479.875865,5035.055123,4526.130164,4070.688728,3652.83067,3339.150562,3028.850882,2739.986368,2503.945467,2293.518572,2112.800712,1952.644238,1807.256763,1663.770291,1529.085006,1410.7608,1296.75994,1192.511584,1109.73015,1028.587367,954.342035,887.359027,826.262144,770.961411,2048.191372,2718.839085,2497.819177,2298.314124,2125.161766,2017.792132,1969.366077,1996.365437,1843.061258,1706.09597
Bi,83,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8811.955468,8102.695671,7249.165093,7261.213171,5722.713308,5253.698062,4715.541754,4235.033995,3797.45986,3466.918752,3140.404467,2837.81882,2591.055168,2370.547658,2181.388499,2014.41009,1862.785821,1720.085263,1589.585659,1470.891402,1352.480087,1242.975831,1156.146677,1071.110791,993.351687,923.150661,859.148685,801.255521,747.642252,1953.101893,2614.845207,2405.089877,2223.001708,2110.09475,1905.510243,1777.95059,1930.901754,1782.222855
Po,84,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9145.03152,8414.896965,7466.738199,7478.884124,5866.780092,5484.446777,4929.210101,4424.243858,3966.023884,3621.787132,3279.599163,2962.661555,2704.833732,2475.17706,2277.025316,2102.092528,1943.666122,1794.457276,1658.662776,1542.032347,1427.372378,1316.297988,1224.929845,1134.528209,1051.757698,977.203926,909.221891,847.652764,790.620581,731.247106,1902.992252,2550.818193,2352.080516,2228.968243,2009.830337,1875.208998,1733.643905,1888.607612
At,85,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9017.921411,8812.900376,7824.47054,7837.208015,6149.74352,5633.565816,5151.235031,4623.95381,4144.453503,3785.011028,3429.232642,3096.914488,2826.243822,2584.87272,2377.662197,2193.691282,2027.046447,1870.300712,1728.185088,1606.242382,1487.446963,1371.901703,1280.03026,1189.528893,1102.863439,1024.51947,953.075139,888.474309,828.645838,766.341638,715.300416,1844.269827,1702.379599,2361.382763,2109.968129,1963.38588,1812.260657,1675.350651
Rn,86,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,8898.639818,8173.127831,7708.965385,7721.090458,6104.82162,5593.72041,5010.230984,4584.771281,4107.420295,3749.681078,3396.45497,3067.59404,2798.480626,2558.640016,2352.464492,2170.516591,2004.570732,1848.529084,1706.984891,1585.51226,1467.790337,1359.616674,1273.347519,1188.412138,1106.46012,1030.073299,957.74169,892.359142,831.82889,768.83087,717.311553,670.341556,629.039674,1641.918226,2106.389884,1957.084596,1804.692442,1667.595139
Fr,87,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9304.075333,8539.655898,8027.169176,8039.984821,6270.385394,5837.947766,5238.084231,4696.187314,4292.049088,3915.679234,3544.608873,3201.036818,2920.753596,2669.401883,2453.650066,2262.657214,2089.575566,1926.272535,1777.781736,1650.252208,1526.764908,1413.24159,1322.747314,1233.700206,1151.758969,1077.497529,1006.292115,939.24768,875.347223,808.734659,754.268393,704.617378,661.005315,633.679323,1530.952724,2063.124025,1906.813844,1762.122411
Ra,88,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10007.60282,9192.282504,8110.268707,8123.85515,6660.766986,6104.181257,5558.614396,5120.533091,4631.088505,4287.974154,3902.565315,3505.845833,3185.176918,2900.52144,2656.55932,2440.803366,2245.491097,2062.644824,1897.473271,1756.261742,1620.04193,1495.330493,1396.263484,1299.111453,1209.468231,1128.482095,1054.565885,985.92312,919.894414,849.059826,790.827179,737.84815,691.368191,662.216352,604.371125,1479.455499,1367.471701,1825.181053
Ac,89,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10129.40632,9309.567074,8224.99248,8238.637696,6770.44904,6211.799712,5673.410334,5247.605136,4756.753724,4358.720892,3930.661106,3609.286982,3284.472449,2995.118339,2745.349999,2523.369477,2321.820353,2132.616783,1961.521013,1815.14181,1673.770798,1544.29473,1441.380003,1340.470283,1247.622967,1163.451365,1086.632426,1016.970947,952.266117,881.734256,823.012394,767.832439,719.441499,689.160058,629.191519,589.355261,1425.82836,1318.488592
Th,90,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10410.52164,9610.860759,8527.427194,8540.853849,6577.683368,6415.3058,5853.061734,5339.794615,4851.840715,4528.827294,4124.781465,3743.849493,3478.549697,3164.997682,2895.328053,2658.51987,2443.642589,2241.244099,2057.541934,1899.870354,1748.021748,1609.038006,1498.726204,1390.893662,1291.985411,1203.023673,1121.582652,1047.920265,979.324201,907.928647,849.154061,793.034279,743.392353,709.430084,647.633248,608.087418,564.586482,735.388646
Pa,91,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,10330.83653,10074.94989,8972.341501,8986.008778,6930.123412,6329.987978,6155.658017,5597.090732,5085.122017,4693.444044,4348.439595,3947.368295,3629.993559,3371.293727,3091.75203,2834.750482,2602.283298,2383.828158,2186.639744,2017.487238,1854.401023,1705.087011,1586.538448,1470.431186,1363.877552,1268.297523,1180.949951,1102.209516,1029.000783,953.010002,890.533625,832.949823,782.052883,746.597434,681.733716,640.087806,594.15356,551.61361
U,92,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,9402.265496,9581.241971,9029.594301,9043.292246,6996.403281,6389.849488,6019.315376,5645.413186,5144.057331,4749.558673,4343.028902,3999.516301,3657.042614,3412.764074,3139.513073,2888.088927,2653.886385,2430.120325,2229.172677,2056.812615,1890.521328,1738.154888,1617.093162,1497.970461,1388.384646,1290.038107,1200.197085,1119.431254,1044.424708,966.465866,902.397167,844.395657,793.168561,757.890577,693.489722,651.541697,604.734416,561.400224
