K-L3,NIST-Chantler 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Elm,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U
,Z,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
Ag,47,22954.28303,10611.78054,5809.428453,12913.94776,17212.78231,14514.47861,9636.195149,6188.110304,4019.876999,2689.523342,1824.297404,1281.998855,927.501992,679.815279,506.376778,372.683335,1368.585627,1214.71984,937.234519,733.397482,581.035119,465.590636,376.745041,306.852079,250.844013,206.413903,170.938554,141.883611,117.901222,98.593309,82.943922,70.129631,59.577186,50.931677,43.709914,37.606781,32.446993,28.072494,24.308804,21.129515,18.429559,16.127542,14.161406,12.472486,11.016085,9.757356,8.664791,50.570398,45.442125,40.904956,36.880958,33.164011,29.836669,26.854567,24.217229,21.890652,19.818863,17.969554,16.316198,14.83426,13.504846,12.30956,11.233629,10.263691,9.387095,8.594293,7.859932,7.189942,6.582084,6.034564,5.537113,5.084328,4.672826,4.298397,3.956914,3.645314,3.361094,3.100996,2.86292,2.644399,2.4429,2.258371,2.086416,1.928039,1.782511,1.649606,1.526854,1.413972,1.309945
Cd,48,11391.63503,5351.22419,3841.615185,2803.202727,16818.64064,14690.61907,9959.614942,6485.537985,4215.432754,2818.606373,1928.804027,1350.043112,974.588745,717.659672,534.191422,393.363801,1019.732191,1250.559929,973.760235,764.567069,605.939183,484.75096,391.567542,319.106233,261.501903,215.387744,178.399217,148.047427,122.991386,102.83699,86.532047,73.192253,62.173448,53.136636,45.612331,39.306159,33.963377,29.415552,25.544028,22.208226,19.367158,16.945229,14.876088,13.099494,11.567982,10.244669,9.096999,8.097155,46.714949,41.847562,37.605619,33.880755,30.583049,27.661175,25.038196,22.666673,20.54244,18.636625,16.927253,15.392527,14.011906,12.769605,11.649973,10.640572,9.728195,8.903232,8.151717,7.469395,6.84295,6.274759,5.758451,5.288434,4.861194,4.472364,4.117692,3.794076,3.498846,3.228708,2.981429,2.754355,2.544823,2.35291,2.174121,2.009426,1.85804,1.719737,1.591983,1.474519,1.366254
In,49,27914.99672,10373.62913,5764.852547,3739.41542,19262.20314,14630.56534,10540.52344,6889.85415,4483.40678,3003.897784,2072.232095,1451.123765,1043.124599,768.816428,573.323725,422.211168,313.972618,1139.827759,1019.798462,808.163951,642.961684,514.657106,415.203982,337.83967,277.141862,228.587228,189.499924,157.240122,130.601536,109.179909,91.85389,77.700634,66.037629,56.439295,48.436484,41.750961,36.120512,31.343591,27.245582,23.735263,20.718847,18.124798,15.909648,14.007124,12.367107,10.950721,9.722782,8.649041,7.673139,44.024491,39.555393,35.624442,32.14359,29.057691,26.304155,23.84253,21.62197,19.617733,17.820833,16.207723,14.757117,13.451794,12.27508,11.213976,10.254594,9.386933,8.601476,7.889496,7.234627,6.639809,6.096864,5.600217,5.14869,4.73768,4.362712,4.020506,3.708266,3.422516,3.160904,2.920668,2.699022,2.495974,2.306653,2.132223,1.971888,1.825406,1.690074,1.565584,1.450826
Sn,50,11705.48163,7524.615449,5781.130772,4241.568859,23999.5917,14003.30345,10586.67967,7215.302403,4713.755083,3158.82705,2180.14872,1539.611872,1102.818925,810.417196,606.284198,446.607677,332.477115,866.366559,1056.995974,837.591714,670.320301,537.825543,434.068733,353.016301,289.465573,239.069411,198.380727,164.755998,136.822174,114.356756,96.192615,81.35293,69.137298,59.119422,50.742002,43.730821,37.844632,32.875843,28.626949,24.976725,21.833282,19.121878,16.78186,14.772686,13.041151,11.546102,10.24986,9.115637,8.079726,7.170618,41.0183,36.904557,33.271414,30.077014,27.232231,24.698815,22.422459,20.37426,18.521316,16.850233,15.34621,13.992221,12.769967,11.667327,10.670275,9.768448,8.951433,8.210632,7.536298,6.927083,6.366303,5.84876,5.378132,4.949612,4.558607,4.201723,3.876036,3.577957,3.305022,3.054349,2.82304,2.611103,2.413387,2.231193,2.063708,1.910684,1.769288,1.639206,1.519277
Sb,51,6230.38853,4171.534493,4137.444391,3682.79926,2955.100419,15403.2412,11170.27588,7583.092862,4963.238056,3335.293779,2302.448423,1632.571618,1174.710869,861.05034,644.365101,476.966944,355.322111,269.134767,970.118718,873.58076,701.205998,564.841353,456.54025,371.389615,304.444292,251.474263,208.948475,173.731877,144.412241,120.676318,101.478906,85.799615,72.89551,62.317791,53.504042,46.115057,39.900106,34.65926,30.220147,26.397254,23.109247,20.273152,17.800659,15.670779,13.832376,12.244781,10.868554,9.664708,8.566921,7.604232,6.7577,38.517094,34.717599,31.376357,28.401675,25.753449,23.389114,21.27312,19.351424,17.614599,16.046691,14.633646,13.35847,12.207969,11.166441,10.224008,9.370186,8.595936,7.891075,7.254204,6.671725,6.13785,5.650024,5.200795,4.790819,4.416551,4.074939,3.762232,3.475854,3.212742,2.969832,2.747238,2.539508,2.348062,2.17205,2.011215,1.862585,1.725812,1.599702
Te,52,7706.208316,4222.325163,3874.837578,3506.465583,2821.532652,16482.72614,10939.14162,7779.384238,5089.703636,3437.540223,2373.148809,1685.525497,1222.323226,895.947072,669.48057,498.053376,371.61219,281.786865,727.327145,886.032789,716.096009,578.926466,469.108974,381.891003,313.059434,258.560305,214.963027,178.964636,148.932189,124.499641,104.663467,88.458353,75.121403,64.193617,55.092189,47.486683,41.089891,35.685591,31.101171,27.207471,23.850982,20.94735,18.439505,16.24457,14.336151,12.688392,11.260387,10.011706,8.875005,7.878444,7.002353,6.238082,35.396557,32.009018,28.984603,26.279532,23.861363,21.694911,19.746391,17.99276,16.396213,14.953401,13.651939,12.477744,11.41527,10.453869,9.582834,8.79286,8.073312,7.42293,6.830207,6.289051,5.793853,5.33667,4.919164,4.535665,4.185554,3.864991,3.571359,3.301594,3.052595,2.824374,2.611485,2.415242,2.234768,2.069809,1.91733,1.777002,1.647579
I,53,24128.67935,5410.186571,4621.218726,3893.749667,3035.609658,18695.61528,10479.7558,8085.443946,5526.74928,3737.84856,2580.30976,1829.305545,1329.671945,980.657222,731.571487,544.262277,408.550938,309.897366,238.772141,848.169013,770.846775,623.28032,506.713238,413.189269,338.848457,279.867615,232.745555,194.032578,161.724907,135.329751,113.753277,96.110754,81.58243,69.68198,59.775027,51.500154,44.556388,38.701584,33.724239,29.48991,25.864104,22.744296,20.033557,17.679402,15.630586,13.832114,12.273674,10.911334,9.673396,8.588236,7.6344,6.802719,6.073679,34.312265,31.076055,28.181577,25.593175,23.273452,21.190768,19.317609,17.618299,16.083352,14.6888,13.428136,12.286959,11.254099,10.31768,9.468138,8.694245,7.994665,7.356915,6.774463,6.243256,5.757583,5.313522,4.90013,4.522635,4.176976,3.860318,3.569341,3.300708,3.054448,2.824622,2.612731,2.41786,2.239733,2.075056,1.923453,1.783611
Xe,54,23816.43058,7739.023719,5624.472848,4399.470261,3288.63218,13013.17309,11094.81417,8470.714421,5816.287385,3917.723923,2713.619919,1917.039733,1389.213871,1028.426884,768.772153,571.082706,430.145403,327.60783,252.280659,642.968225,691.330028,644.453915,525.18098,429.320904,352.399501,291.111845,242.083977,201.966196,168.6483,141.300462,118.885235,100.397114,85.193019,72.725755,62.350322,53.688597,46.424597,40.307918,35.127646,30.711882,26.934544,23.690239,20.885269,18.449011,16.32874,14.470279,12.845007,11.418067,10.123217,8.988382,7.991071,7.121422,6.359098,5.690947,28.124797,29.016129,26.354115,23.968385,21.826909,19.900916,18.167297,16.604035,15.171178,13.872759,12.696415,11.631338,10.665117,9.788266,8.989277,8.266864,7.608173,7.006475,6.457932,5.957069,5.499005,5.075958,4.689304,4.332652,4.004839,3.703556,3.425349,3.170274,2.932189,2.71265,2.510683,2.326015,2.15527,1.998124,1.853147
Cs,55,17769.37133,6589.282945,6644.631648,5468.866857,3949.737086,2733.605997,12018.45632,8550.644536,6231.708514,4219.588758,2926.843747,2067.211934,1495.460291,1104.770831,830.546387,617.441037,465.045667,356.087795,275.473998,215.527232,746.553947,681.725922,555.762757,455.645214,374.579492,309.580196,257.464463,214.818616,179.563311,150.729321,126.982072,107.322609,91.027576,77.686561,66.576875,57.302915,49.527355,42.982104,37.441516,32.736665,28.710703,25.253092,22.285568,19.702551,17.453849,15.490483,13.762868,12.240585,10.85406,9.638864,8.570922,7.639669,6.823243,6.107752,5.476576,9.498673,27.720833,25.237729,22.991921,20.964476,19.135276,17.484836,15.986599,14.631324,13.393852,12.271055,11.252987,10.329177,9.487469,8.726419,8.032405,7.398358,6.820205,6.292152,5.809153,5.36689,4.962347,4.587172,4.241461,3.92345,3.629396,3.359743,3.107958,2.875743,2.662135,2.466839,2.286229,2.119923,1.966466
Ba,56,18465.49634,4454.106726,6241.217185,5725.052522,4236.126905,2913.023683,12613.62144,7678.617905,6157.328387,4420.279596,3061.649795,2164.977356,1566.161414,1154.96377,868.100973,648.452986,487.635414,373.312152,290.545566,228.135726,565.575385,612.57385,573.6014,471.157866,388.098109,320.988009,266.965946,222.723901,186.255528,156.577546,132.107342,111.807721,94.848068,80.908418,69.315197,59.636362,51.520969,44.691117,38.91212,34.008215,29.821434,26.232704,23.15243,20.487705,18.170275,16.134279,14.352173,12.783322,11.339668,10.07299,8.958556,7.986357,7.133863,6.386707,5.72778,5.146647,4.632761,25.934238,23.639778,21.565491,19.690393,17.997159,16.465028,15.079517,13.811767,12.660424,11.612923,10.661146,9.793712,9.009229,8.2937,7.639861,7.04356,6.498784,6.000444,5.544063,5.126573,4.742182,4.388908,4.062593,3.758755,3.480081,3.219914,2.979927,2.7591,2.557143,2.370341,2.19833,2.03958
La,57,21834.10236,2919.946855,6222.442266,5869.601663,4446.723609,3085.86137,9034.344569,8135.436081,6484.440025,4670.766136,3246.953372,2299.601379,1665.653359,1228.611213,923.079005,692.858882,521.37842,398.707455,309.999538,244.294076,193.581949,537.407194,606.652935,497.083274,409.457864,338.934216,282.085527,235.399459,196.853501,165.623369,140.042771,118.693976,100.855496,86.010257,73.66532,63.367115,54.733717,47.466423,41.317253,36.099432,31.646646,27.831499,24.556593,21.730692,19.279343,17.138424,15.260056,13.604464,12.085578,10.745663,9.560379,8.524414,7.615492,6.818736,6.115977,5.496106,4.948099,4.46265,24.784512,22.625399,20.666568,18.895301,17.291081,15.839783,14.520806,13.32417,12.226641,11.226404,10.314529,9.489663,8.737092,8.049205,7.421751,6.848361,6.323799,5.843343,5.40379,5.00028,4.629825,4.287561,3.968857,3.676406,3.402222,3.149195,2.916311,2.703275,2.506194,2.324687,2.157147
Ce,58,3419.652851,6226.795924,6558.001164,6238.757566,4759.855065,3304.791334,2263.68874,8835.410135,6495.935131,4969.180904,3473.537367,2464.45558,1783.363352,1314.873786,986.460384,739.207727,558.847717,426.978212,331.403367,261.056569,207.563807,508.404894,555.410581,524.760962,433.569998,359.25414,299.04646,249.52314,208.638189,175.541495,148.532815,126.122886,107.332135,91.66261,78.499111,67.5083,58.300278,50.553033,43.994316,38.429962,33.682121,29.614876,26.124912,23.114244,20.507013,18.244624,16.257824,14.506166,12.907052,11.489475,10.229379,9.123649,8.152342,7.29986,6.547888,5.884538,5.298298,4.778761,4.317201,23.781534,21.744261,19.897141,18.212661,16.685964,15.298695,14.040021,12.88932,11.841467,10.882608,10.013318,9.220249,8.495384,7.834167,7.229983,6.677166,6.170677,5.707247,5.281725,4.890998,4.531016,4.197615,3.891431,3.601837,3.334405,3.088255,2.863078,2.654733,2.462803,2.285618
Pr,59,9158.111235,5596.166943,6056.776119,6110.956052,4831.443277,3423.240588,2371.808969,9578.42739,6959.683541,4984.713814,3691.090988,2623.746905,1898.79191,1401.150785,1051.069656,787.206063,596.643097,456.54517,354.033171,278.580752,222.010811,177.996658,428.503834,553.881534,457.911185,380.388112,316.945612,264.519662,221.191891,186.111345,157.561129,134.013701,114.190074,97.710228,83.736405,72.018545,62.189123,53.921771,46.927717,40.989167,35.92129,31.580014,27.855991,24.64338,21.861563,19.448514,17.343063,15.491017,13.792344,12.291518,10.961872,9.783258,8.744855,7.830948,7.024678,6.313279,5.68451,5.127231,4.632373,4.191624,22.882448,20.953181,19.188769,17.587953,16.130647,14.807519,13.604355,12.510186,11.502954,10.586567,9.750117,8.985209,8.287362,7.64965,7.066048,6.531205,6.041744,5.592237,5.179413,4.79934,4.447849,4.124931,3.820609,3.539453,3.279466,3.04059,2.819553,2.615931,2.427937
Nd,60,10931.61791,6515.622445,6308.706378,6193.429413,4936.470253,3525.710512,2455.170742,10054.64602,6329.44447,5186.290804,3836.977031,2736.094098,1982.910078,1463.47451,1099.804128,822.156428,622.946119,478.327273,370.670247,291.381434,232.269435,186.729446,451.943373,500.872382,474.261943,394.543226,329.344487,275.105604,230.109214,193.604567,163.89638,139.461578,119.102796,102.042916,87.593083,75.372536,65.083035,56.428825,49.108468,42.896763,37.593822,33.049202,29.150342,25.787471,22.875723,20.349678,18.1502,16.217833,14.451462,12.890674,11.507791,10.281574,9.199638,8.240836,7.393997,6.645362,5.983642,5.397126,4.876548,4.412717,3.999258,21.633591,19.836598,18.202817,16.701868,15.335582,14.090398,12.957102,11.918259,10.975191,10.112094,9.320574,8.598291,7.938075,7.333771,6.780041,6.273195,5.807686,5.3801,4.986282,4.621879,4.287042,3.974465,3.685596,3.416691,3.168084,2.938025,2.726125,2.530469
Pm,61,14946.83042,8502.847116,7077.247408,6553.691802,5179.902798,3708.133866,2588.718184,7242.07763,6795.978105,5504.203409,4021.855025,2911.513801,2114.182036,1555.807359,1168.530542,871.888693,659.732048,507.984337,396.313139,311.438496,247.825875,199.37755,161.47699,385.056036,500.911126,416.499243,348.21303,291.170191,243.652882,204.972207,173.492905,147.631492,126.186161,108.24963,93.072115,80.199909,69.30061,60.087143,52.293594,45.682038,40.039787,35.205568,31.057233,27.476749,24.375216,21.683321,19.339393,17.28169,15.415321,13.760447,12.289092,10.994858,9.852528,8.82771,7.922087,7.120835,6.412042,5.783376,5.22534,4.728124,4.285271,3.889269,20.837372,19.13571,17.567224,16.137801,14.832736,13.643935,12.55712,11.571739,10.667001,9.834438,9.074377,8.379084,7.742561,7.159202,6.625144,6.134521,5.683778,5.268577,4.884346,4.531233,4.201587,3.896892,3.61458,3.354693,3.113933,2.889632,2.682503
Sm,62,19078.19107,10856.22751,7737.879312,6707.385702,5277.134301,3801.735378,2657.966579,1848.193129,7074.537933,5334.056132,4107.171737,2974.733304,2174.265148,1601.130309,1202.693748,897.494148,678.841111,522.226996,407.974318,321.4143,255.459497,205.573087,166.749006,400.101872,447.014109,425.404141,356.13483,298.224275,249.778875,210.234827,177.926682,151.375915,129.383468,111.232695,95.718339,82.602362,71.45451,61.966703,53.930877,47.113376,41.295623,36.311146,32.033117,28.342221,25.145283,22.369481,19.951426,17.8283,15.903502,14.20335,12.697581,11.366317,10.190523,9.144623,8.215633,7.386689,6.652197,5.999827,5.420732,4.904754,4.445282,4.034355,3.666834,19.457116,17.886241,16.453879,15.13207,13.923169,12.815174,11.809123,10.888334,10.043907,9.271691,8.562486,7.913138,7.318089,6.773245,6.272767,5.812946,5.389304,4.997192,4.63677,4.30012,3.988895,3.701857,3.438747,3.194754,2.965268,2.753306
Eu,63,14212.19843,9008.98111,6633.410503,6393.187259,5220.67651,3853.673674,2732.517717,1918.958383,7515.526139,5685.02674,4110.831687,3108.566782,2285.460657,1685.466404,1266.429381,945.74958,715.277033,549.862912,429.261769,339.442117,269.755068,216.84345,176.231779,143.971848,339.693841,389.860756,373.362279,313.021099,262.378379,220.991727,187.045011,159.111499,135.972741,116.89335,100.750294,87.058274,75.405189,65.473359,56.986286,49.784836,43.639103,38.373491,33.854411,29.954691,26.576962,23.645906,21.091088,18.847091,16.811747,15.01905,13.435912,12.033666,10.794824,9.698326,8.721647,7.846352,7.069222,6.37776,5.762645,5.213996,4.72546,4.288553,3.89803,3.547629,18.64882,17.170119,15.800312,14.545624,13.393489,12.346069,11.387897,10.509696,9.70577,8.965912,8.288305,7.666302,7.096678,6.573378,6.092519,5.64941,5.239191,4.862067,4.509746,4.183984,3.883488,3.607998,3.352527,3.114701,2.894826
Gd,64,19727.64907,15927.83982,9577.553668,7594.118494,5717.743428,4100.261285,2866.587112,1994.778515,7659.920058,4999.033686,4219.001424,3166.683506,2331.790717,1728.97303,1298.801824,971.854808,735.278542,565.027422,440.783852,348.648206,277.999621,223.225379,181.316623,148.42904,353.64589,396.576575,381.667186,320.410916,268.883906,226.566289,191.789372,163.106947,139.360005,119.781849,103.383827,89.406221,77.51506,67.401071,58.704852,51.295345,44.966715,39.543418,34.889031,30.872874,27.394104,24.37452,21.743344,19.432223,17.333345,15.484643,13.852002,12.414876,11.14591,10.018178,9.016367,8.123585,7.324516,6.608648,5.971981,5.40414,4.897963,4.445119,4.040377,3.677221,3.351258,17.455771,16.075043,14.81341,13.648807,12.586654,11.613649,10.720533,9.903563,9.153652,8.466463,7.832674,7.252126,6.718614,6.228252,5.776301,5.357817,4.973026,4.613312,4.280658,3.973778,3.692408,3.431482,3.19064,2.967796
Tb,65,21397.43583,18208.61849,9206.876414,7473.902093,5914.800453,4285.583744,3008.159263,2093.135952,5501.110391,5358.795625,4191.207719,3321.441958,2449.009676,1823.309147,1370.519008,1026.431891,776.795927,596.59823,464.818534,367.213353,293.442784,235.766525,191.221571,156.734485,129.076723,302.180625,346.186056,336.406358,283.455229,238.769159,201.744195,171.419024,146.412312,125.802245,108.552088,93.97509,81.579736,71.001487,61.922552,54.117634,47.441884,41.721081,36.811538,32.574201,28.903615,25.71819,22.943044,20.505551,18.291066,16.34007,14.616672,13.105283,11.771437,10.585232,9.531981,8.594649,7.756334,7.005663,6.334003,5.733097,5.196303,4.715748,4.286284,3.90096,3.555264,3.244001,16.736591,15.444943,14.241822,13.139207,12.126791,11.195191,10.343331,9.562356,8.846533,8.186189,7.581176,7.024743,6.513088,6.041435,5.604633,5.202935,4.827341,4.479946,4.159403,3.86545,3.592815,3.341156,3.108268
Dy,66,22557.49377,15956.35468,8169.925701,7074.473301,5837.036067,4356.700741,3112.835241,2184.065891,1467.349102,5607.412106,4381.961971,3277.061273,2524.634093,1886.122343,1420.45456,1064.354945,806.444946,619.165098,482.084249,380.554257,304.242468,244.96074,198.568564,162.5937,134.174703,317.608181,361.698949,347.347347,293.676122,247.617562,208.983543,177.662759,151.742187,130.366828,112.469647,97.429487,84.636707,73.695428,64.344352,56.284756,49.364241,43.414627,38.30774,33.90002,30.081752,26.768156,23.88117,21.345291,19.041264,17.010795,15.216668,13.642834,12.254745,11.028754,9.938082,8.964544,8.098315,7.32587,6.626906,5.998132,5.437413,4.935643,4.486271,4.082877,3.721007,3.395191,3.101882,15.863834,14.638781,13.519875,12.48747,11.532542,10.658498,9.855496,9.119353,8.442205,7.821548,7.249155,6.722145,6.236278,5.78627,5.372365,4.985328,4.627295,4.296902,3.993883,3.712794,3.453262,3.213052
Ho,67,22306.71204,17481.41264,8536.358758,7249.2572,5981.223868,4510.461742,3250.659367,2288.223385,1536.663279,5908.922801,4009.482396,3418.480608,2621.723358,1961.138828,1481.708675,1110.123536,842.30652,647.245096,503.869553,397.457806,317.624974,256.290729,207.886222,170.065352,140.430376,116.559239,271.790122,313.178554,302.821246,255.750578,217.302175,185.443754,158.61291,136.326302,117.583859,101.809302,88.45034,77.071664,67.287506,58.920887,51.708952,45.480066,40.132848,35.517509,31.519008,28.048165,25.023844,22.367149,19.953234,17.825655,15.945478,14.296011,12.841587,11.560512,10.421127,9.404924,8.499859,7.692072,6.965552,6.313453,5.7259,5.198318,4.725438,4.300829,3.919709,3.576509,3.267691,2.98887,8.820468,14.004204,12.947282,11.963082,11.060783,10.228703,9.465812,8.764098,8.12084,7.527921,6.982076,6.478621,6.012015,5.58278,5.181389,4.810021,4.467262,4.152846,3.861143,3.591808,3.342485
Er,68,24289.07239,22910.70871,9559.121775,7698.897446,6238.912765,4715.423971,3414.856311,2403.135813,1609.069616,6232.472962,4164.104542,3596.871527,2726.359869,2041.871651,1546.644315,1159.503525,880.935465,677.431698,527.117963,415.482469,331.743651,267.887937,217.668879,178.006576,146.897614,122.099227,287.285055,236.898915,316.725541,266.932316,226.332204,193.217052,165.441764,142.218016,122.674696,106.221033,92.319133,80.505,70.325418,61.6161,54.115156,47.636249,42.038127,37.205281,33.017933,29.383237,26.216448,23.434536,20.905648,18.677358,16.708747,14.980736,13.45679,12.11406,10.922601,9.864753,8.92005,8.074903,7.31911,6.64221,6.027413,5.473841,4.977059,4.53078,4.129411,3.767789,3.442473,3.148778,2.882654,4.493081,13.394236,12.389167,11.464767,10.606104,9.818558,9.092363,8.426533,7.813708,7.249788,6.729116,6.24575,5.801007,5.384676,4.999412,4.643805,4.317585,4.014885,3.735324,3.476501
Tm,69,27044.7904,29611.37994,10957.31752,8372.415724,6606.65902,4972.488487,3606.627414,2533.258027,1686.686937,4372.960172,4393.740798,3537.13344,2777.355287,2130.79796,1618.089238,1214.060818,922.869582,710.340316,553.150442,435.798878,347.706568,280.588169,228.584893,186.964849,154.213536,128.20914,107.204144,248.677981,292.495959,281.983558,237.17911,201.772483,173.009376,148.822927,128.415134,111.201303,96.647147,84.298259,73.733609,64.619526,56.785849,50.033809,44.162303,39.08934,34.692135,30.87509,27.548474,24.625628,21.967776,19.625962,17.557155,15.741542,14.140329,12.728891,11.477634,10.368698,9.379196,8.494544,7.703122,6.994011,6.353847,5.778015,5.25556,4.784875,4.361647,3.980308,3.636769,3.326464,3.045549,2.792819,2.563356,12.873383,11.925857,11.037207,10.221824,9.466672,8.774213,8.136828,7.550259,7.008947,6.506938,6.044939,5.611984,5.21125,4.841313,4.501899,4.186909,3.895951,3.626536
Yb,70,27272.35028,28770.51144,12269.18288,8782.112282,6899.948685,5167.072088,3755.374933,2633.697657,1743.301102,1206.067787,4565.82745,3680.194198,2802.38393,2190.514411,1666.061765,1253.540727,952.869419,734.263787,571.955705,450.509975,359.152931,289.613183,236.026114,193.486055,159.500608,132.594895,110.995847,257.479269,210.740242,284.774874,242.681876,207.912518,178.539553,153.872477,132.805132,114.967243,99.857037,87.036383,76.115145,66.726873,58.663226,51.715164,45.684135,40.449295,35.901607,31.953089,28.511834,25.488133,22.738195,20.314784,18.173479,16.295161,14.638757,13.17862,11.883639,10.735079,9.713992,8.803901,7.986597,7.252837,6.594463,6.002998,5.463818,4.977283,4.538469,4.142693,3.785372,3.462365,3.169942,2.906855,2.668063,2.451105,12.191699,11.29635,10.473869,9.70296,8.995797,8.343711,7.743102,7.189065,6.675716,6.203171,5.759904,5.349533,4.970609,4.622868,4.300099,4.001951,3.725832
Lu,71,26666.55948,20612.47808,13468.56359,9503.025486,7299.557761,5416.277381,3933.447281,2759.764999,1821.015286,1260.762037,4749.627846,3287.152657,2928.084661,2273.13744,1731.50665,1309.232137,994.610599,767.562405,597.808817,471.025686,375.247613,302.367674,246.267268,202.399637,166.906713,138.709639,115.998215,132.633619,221.284016,258.115276,252.006007,215.941901,185.668732,160.349196,138.562311,120.021424,104.273973,90.895584,79.484457,69.723434,61.318859,54.061025,47.798648,42.342384,37.591548,33.459364,29.858381,26.694174,23.814662,21.276791,19.034108,17.066979,15.332305,13.803491,12.447573,11.244959,10.176663,9.225119,8.37169,7.605818,6.918535,6.300879,5.741266,5.236594,4.776181,4.359665,3.984318,3.645195,3.337697,3.060786,2.809519,2.581135,2.37362,11.702825,10.864963,10.069194,9.33889,8.66312,8.039736,7.465791,6.935952,6.447997,5.988818,5.563529,5.170313,4.809007,4.473618,4.163768,3.876789
Hf,72,23730.28028,20948.45653,17472.2555,12311.59832,8329.889982,5987.078433,4205.058813,2896.859873,1906.832613,1319.201806,4926.865947,3424.286155,2854.684168,2351.980059,1791.651507,1359.698422,1033.041157,797.49979,621.961183,489.93029,390.110611,313.994,255.468745,209.919935,173.627208,144.233424,120.631527,100.785911,232.423813,191.279149,224.870768,222.653176,191.576621,165.457538,143.216351,124.179424,107.935981,94.107004,82.298317,72.21224,63.526061,56.022248,49.550077,43.918687,39.012351,34.725569,30.98894,27.705214,24.717739,22.08427,19.756708,17.71517,15.914902,14.328569,12.921448,11.673137,10.564339,9.576786,8.694729,7.904527,7.192189,6.551022,5.973628,5.453376,4.977851,4.547208,4.157003,3.803725,3.483159,3.194354,2.932225,2.693902,2.477284,2.280429,11.13706,10.333925,9.596014,8.906959,8.26868,7.680085,7.135224,6.633423,6.164875,5.730859,5.327733,4.955722,4.610376,4.291299,3.995756
Ta,73,21107.58976,22148.45344,17713.66046,12159.82197,9228.569479,6449.3523,4459.074162,3047.70971,2002.44995,1383.296125,3433.108703,3573.52798,2987.697244,2341.202893,1861.987173,1413.478449,1078.663774,831.400591,649.55609,512.085277,407.466024,327.731165,266.418678,218.760304,181.19893,150.77014,126.075289,105.411993,114.350981,200.655321,234.259893,231.197643,199.256381,172.062535,148.868768,129.072989,112.196766,97.82427,85.56045,75.087703,66.093163,58.335524,51.604116,45.766557,40.682563,36.222751,32.328997,28.904249,25.78718,23.039899,20.612129,18.481966,16.603445,14.94842,13.480581,12.178774,11.022033,9.991455,9.072282,8.249334,7.508315,6.841413,6.241009,5.69989,5.208465,4.763772,4.356721,3.986824,3.651546,3.349647,3.075237,2.825361,2.598307,2.392034,2.203909,10.661735,9.912299,9.205922,8.548845,7.941995,7.378766,6.860033,6.379374,5.934095,5.518873,5.134284,4.777204,4.44693,4.140994
W,74,15904.40441,22638.81673,18780.55537,12514.55223,9418.114527,6888.2978,4711.314094,3209.214465,2100.770424,1449.175293,1041.335874,3714.969789,3131.739177,2439.991241,1927.822816,1464.558456,1122.402522,864.1103,675.559775,532.952056,424.363265,341.163192,277.114217,227.380332,188.323196,157.032955,131.339683,109.841607,91.708144,211.110218,174.836696,206.644547,205.703513,177.977629,154.097739,133.763197,116.391027,101.525346,88.805648,77.933839,68.604253,60.564336,53.586413,47.537639,42.272385,37.661443,33.621063,30.060757,26.819189,23.962019,21.436999,19.222272,17.26921,15.547844,14.021089,12.666897,11.464146,10.392978,9.43727,8.581452,7.81433,7.124655,6.500605,5.937423,5.428888,4.969156,4.548415,4.165884,3.817023,3.501759,3.21528,2.954497,2.717414,2.501784,2.304961,2.125647,10.186008,9.467461,8.800136,8.180665,7.600654,7.066456,6.572835,6.11553,5.690771,5.298773,4.934441,4.593645,4.277937
